,month,year,title,production_budget,domestic_gross,worldwide_gross
0,12,2009,Avatar,425000000.0,760507625.0,2776345279.0
1,5,2011,Pirates of the Caribbean: On Stranger Tides,410600000.0,241063875.0,1045663875.0
2,6,2019,Dark Phoenix,350000000.0,42762350.0,149762350.0
3,5,2015,Avengers: Age of Ultron,330600000.0,459005868.0,1403013963.0
4,12,2017,Star Wars Ep. VIII: The Last Jedi,317000000.0,620181382.0,1316721747.0
5,12,2015,Star Wars Ep. VII: The Force Awakens,306000000.0,936662225.0,2053311220.0
6,4,2018,Avengers: Infinity War,300000000.0,678815482.0,2048134200.0
7,5,2007,Pirates of the Caribbean: At Worldâs End,300000000.0,309420425.0,963420425.0
8,11,2017,Justice League,300000000.0,229024295.0,655945209.0
9,11,2015,Spectre,300000000.0,200074175.0,879620923.0
10,7,2012,The Dark Knight Rises,275000000.0,448139099.0,1084439099.0
11,5,2018,Solo: A Star Wars Story,275000000.0,213767512.0,393151347.0
12,7,2013,The Lone Ranger,275000000.0,89302115.0,260002115.0
13,3,2012,John Carter,275000000.0,73058679.0,282778100.0
14,11,2010,Tangled,260000000.0,200821936.0,586477240.0
15,5,2007,Spider-Man 3,258000000.0,336530303.0,894860230.0
16,5,2016,Captain America: Civil War,250000000.0,408084349.0,1140069413.0
17,3,2016,Batman v Superman: Dawn of Justice,250000000.0,330360194.0,867500281.0
18,12,2012,The Hobbit: An Unexpected Journey,250000000.0,303003568.0,1017003568.0
19,7,2009,Harry Potter and the Half-Blood Prince,250000000.0,302089278.0,935213767.0
20,12,2013,The Hobbit: The Desolation of Smaug,250000000.0,258366855.0,960366855.0
21,12,2014,The Hobbit: The Battle of the Five Armies,250000000.0,255119788.0,945577621.0
22,4,2017,The Fate of the Furious,250000000.0,225764765.0,1234846267.0
23,6,2006,Superman Returns,232000000.0,200120000.0,374085065.0
24,5,2017,Pirates of the Caribbean: Dead Men Tell No Tales,230000000.0,172558876.0,788241137.0
25,11,2008,Quantum of Solace,230000000.0,169368427.0,591692078.0
26,5,2012,The Avengers,225000000.0,623279547.0,1517935897.0
27,7,2006,Pirates of the Caribbean: Dead Manâs Chest,225000000.0,423315812.0,1066215812.0
28,6,2013,Man of Steel,225000000.0,291045518.0,667999518.0
29,5,2008,The Chronicles of Narnia: Prince Caspian,225000000.0,141621490.0,417341288.0
30,7,2012,The Amazing Spider-Man,220000000.0,262030663.0,757890267.0
31,5,2012,Battleship,220000000.0,65233400.0,313477717.0
32,6,2017,Transformers: The Last Knight,217000000.0,130168683.0,602893340.0
33,6,2015,Jurassic World,215000000.0,652270625.0,1648854864.0
34,5,2012,Men in Black 3,215000000.0,179020854.0,654213485.0
35,6,2009,Transformers: Revenge of the Fallen,210000000.0,402111870.0,836519699.0
36,6,2014,Transformers: Age of Extinction,210000000.0,245439076.0,1104039076.0
37,5,2006,X-Men: The Last Stand,210000000.0,234362462.0,459260946.0
38,5,2010,Robin Hood,210000000.0,105487148.0,322459006.0
39,12,2005,King Kong,207000000.0,218080025.0,550517357.0
40,12,2007,The Golden Compass,205000000.0,70107728.0,367262558.0
41,2,2018,Black Panther,200000000.0,700059566.0,1348258224.0
42,12,1997,Titanic,200000000.0,659363944.0,2208208395.0
43,6,2018,Incredibles 2,200000000.0,608581744.0,1242520711.0
44,12,2016,Rogue One: A Star Wars Story,200000000.0,532177324.0,1049102856.0
45,6,2016,Finding Dory,200000000.0,486295561.0,1021215193.0
46,6,2010,Toy Story 3,200000000.0,415004880.0,1068879522.0
47,5,2013,Iron Man 3,200000000.0,408992272.0,1215392272.0
48,5,2017,Guardians of the Galaxy Vol 2,200000000.0,389813101.0,862316233.0
49,6,2004,Spider-Man 2,200000000.0,373524485.0,795110670.0
50,3,2010,Alice in Wonderland,200000000.0,334191110.0,1025491110.0
51,11,2012,Skyfall,200000000.0,304360277.0,1110526981.0
52,6,2013,Monsters University,200000000.0,268488329.0,743588329.0
53,3,2013,Oz the Great and Powerful,200000000.0,234770996.0,490359051.0
54,5,2014,X-Men: Days of Future Past,200000000.0,233921534.0,747862775.0
55,5,2014,The Amazing Spider-Man 2,200000000.0,202853933.0,708996336.0
56,6,2011,Cars 2,200000000.0,191450875.0,560155383.0
57,12,2010,Tron: Legacy,200000000.0,172062763.0,400062763.0
58,11,2009,2012,200000000.0,166112167.0,757677748.0
59,11,2018,Fantastic Beasts: The Crimes of Grindelwald,200000000.0,159555901.0,652220086.0
60,5,2009,Terminator Salvation,200000000.0,125322469.0,365491792.0
61,6,2011,Green Lantern,200000000.0,116601172.0,219535492.0
62,5,2010,Prince of Persia: Sands of Time,200000000.0,90759676.0,336359676.0
63,6,2011,Transformers: Dark of the Moon,195000000.0,352390543.0,1123790543.0
64,6,2017,The Mummy,195000000.0,80101125.0,409953905.0
65,3,2013,Jack the Giant Slayer,195000000.0,65187603.0,197687603.0
66,4,2015,Furious 7,190000000.0,353007020.0,1518722794.0
67,5,2013,Star Trek Into Darkness,190000000.0,228778661.0,467381584.0
68,6,2013,World War Z,190000000.0,202359711.0,531514650.0
69,5,2013,The Great Gatsby,190000000.0,144840419.0,351040419.0
70,11,2009,Disneyâs A Christmas Carol,190000000.0,137855863.0,315709697.0
71,7,2013,Pacific Rim,190000000.0,101802906.0,411002906.0
72,11,2015,The Good Dinosaur,187500000.0,123087120.0,333771037.0
73,5,2008,Iron Man,186000000.0,318604126.0,585171547.0
74,7,2008,The Dark Knight,185000000.0,533720947.0,1001996207.0
75,5,2008,Indiana Jones and the Kingdom of the Crystal Skull,185000000.0,317101119.0,786635413.0
76,6,2012,Brave,185000000.0,237282182.0,554606532.0
77,3,2017,Kong: Skull Island,185000000.0,168052812.0,561072059.0
78,7,2016,Star Trek Beyond,185000000.0,158848340.0,335802233.0
79,10,2017,Blade Runner 2049,185000000.0,92054159.0,259357408.0
80,5,2019,Aladdin,182000000.0,246734314.0,619234314.0
81,11,2017,Thor: Ragnarok,180000000.0,315058289.0,846980024.0
82,12,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000.0,291710957.0,720539572.0
83,5,2014,Maleficent,180000000.0,241407328.0,758536735.0
84,11,2016,Fantastic Beasts and Where to Find Them,180000000.0,234037575.0,802402853.0
85,6,2008,WALL-E,180000000.0,223808164.0,532508025.0
86,8,2007,Rush Hour 3,180000000.0,140125968.0,256585882.0
87,7,2016,The Legend of Tarzan,180000000.0,126643061.0,348902025.0
88,11,2011,Hugo,180000000.0,73864507.0,180047784.0
89,7,2017,Valerian and the City of a Thousand Planets,180000000.0,40479370.0,215098356.0
90,2,2015,Jupiter Ascending,179000000.0,47482519.0,181982519.0
91,7,2018,Mission: ImpossibleâFallout,178000000.0,220159104.0,787456552.0
92,5,2016,X-Men: Apocalypse,178000000.0,155442489.0,542537546.0
93,8,2018,The Meg,178000000.0,145443742.0,529530715.0
94,6,2014,Edge of Tomorrow,178000000.0,100206256.0,370541256.0
95,3,2019,Captain Marvel,175000000.0,426525952.0,1123061550.0
96,4,2016,The Jungle Book,175000000.0,364001123.0,962854547.0
97,6,2015,Inside Out,175000000.0,356461711.0,854235992.0
98,7,2017,Spider-Man: Homecoming,175000000.0,334201140.0,880166350.0
99,8,2016,Suicide Squad,175000000.0,325100054.0,746059887.0
100,5,2009,Up,175000000.0,293004164.0,731463377.0
101,11,2017,Coco,175000000.0,209726015.0,798008101.0
102,11,2018,Ralph Breaks The Internet,175000000.0,201091711.0,524283695.0
103,3,2009,Monsters vs. Aliens,175000000.0,198351526.0,381687380.0
104,6,2017,Cars 3,175000000.0,152901115.0,383541369.0
105,8,2009,G.I. Joe: The Rise of Cobra,175000000.0,150201498.0,302469017.0
106,6,1999,Wild Wild West,175000000.0,113805681.0,221229335.0
107,8,2008,The Mummy: Tomb of the Dragon Emperor,175000000.0,102491776.0,405760225.0
108,6,2007,Evan Almighty,175000000.0,100289690.0,174131329.0
109,7,1995,Waterworld,175000000.0,88246220.0,264246220.0
110,5,2017,King Arthur: Legend of the Sword,175000000.0,39175066.0,139630336.0
111,12,2013,47 Ronin,175000000.0,38362475.0,151716815.0
112,6,2018,Jurassic World: Fallen Kingdom,170000000.0,417719760.0,1305772799.0
113,8,2014,Guardians of the Galaxy,170000000.0,333172112.0,770867516.0
114,5,2010,Iron Man 2,170000000.0,312433331.0,621156389.0
115,4,2014,Captain America: The Winter Soldier,170000000.0,259746958.0,714401889.0
116,7,2014,Dawn of the Planet of the Apes,170000000.0,208545589.0,710644566.0
117,11,2004,The Polar Express,170000000.0,187224605.0,311365187.0
118,6,2012,Snow White and the Huntsman,170000000.0,155136755.0,401021746.0
119,7,2003,Terminator 3: Rise of the Machines,170000000.0,150358296.0,433058296.0
120,5,2004,Van Helsing,170000000.0,120150546.0,300150546.0
121,3,2019,Dumbo,170000000.0,113883318.0,345004422.0
122,5,2015,Tomorrowland,170000000.0,93436322.0,206627518.0
123,2,2019,Alita: Battle Angel,170000000.0,85710210.0,402976036.0
124,5,2019,Godzilla: King of the Monsters,170000000.0,85576941.0,299276941.0
125,5,2016,Alice Through the Looking Glass,170000000.0,77042381.0,276928112.0
126,5,2010,Shrek Forever After,165000000.0,238736787.0,756244673.0
127,11,2016,Doctor Strange,165000000.0,232641920.0,676404566.0
128,11,2014,Big Hero 6,165000000.0,222527828.0,652127828.0
129,3,2010,How to Train Your Dragon,165000000.0,217581232.0,494870992.0
130,11,2012,Wreck-It Ralph,165000000.0,189412677.0,496511521.0
131,11,2014,Interstellar,165000000.0,188017894.0,666379375.0
132,6,2016,Independence Day: Resurgence,165000000.0,103144286.0,384169424.0
133,7,2011,Cowboys and Aliens,163000000.0,100368560.0,176038324.0
134,3,2017,Beauty and the Beast,160000000.0,504014165.0,1259199706.0
135,12,2018,Aquaman,160000000.0,335061807.0,1146894640.0
136,5,2007,Shrek the Third,160000000.0,322719944.0,807330936.0
137,7,2010,Inception,160000000.0,292576195.0,835524642.0
138,11,2015,The Hunger Games: Mockingjay - Part 2,160000000.0,281723902.0,648986787.0
139,5,2013,Fast and Furious 6,160000000.0,238679850.0,789300444.0
140,5,2014,Godzilla,160000000.0,200676069.0,529076069.0
141,6,2011,X-Men: First Class,160000000.0,146408305.0,355408305.0
142,12,2008,The Curious Case of Benjamin Button,160000000.0,127509326.0,329631958.0
143,7,2010,The Sorcerer's Apprentice,160000000.0,63150991.0,217986320.0
144,5,2006,Poseidon,160000000.0,60674817.0,181674817.0
145,6,2016,Warcraft,160000000.0,47225655.0,425522281.0
146,9,2016,Deepwater Horizon,156000000.0,61433527.0,122603824.0
147,12,2010,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000.0,104386950.0,418186950.0
148,7,2015,Terminator: Genisys,155000000.0,89760956.0,432150894.0
149,3,2018,Pacific Rim: Uprising,155000000.0,59874525.0,290930148.0
150,11,2004,Alexander,155000000.0,34297191.0,167297191.0
151,7,2017,War for the Planet of the Apes,152000000.0,146880162.0,489592267.0
152,5,2001,Pearl Harbor,151500000.0,198539855.0,449239855.0
153,7,2007,Transformers,151000000.0,319246193.0,708272592.0
154,6,2017,Wonder Woman,150000000.0,412563408.0,821133378.0
155,11,2013,Frozen,150000000.0,400738009.0,1272469910.0
156,3,2016,Zootopia,150000000.0,341268248.0,1019429616.0
157,7,2007,Harry Potter and the Order of the Phoenix,150000000.0,292137260.0,943076457.0
158,11,2005,Harry Potter and the Goblet of Fire,150000000.0,290201752.0,897099794.0
159,5,2003,The Matrix Reloaded,150000000.0,281553689.0,738576929.0
160,12,2007,I am Legend,150000000.0,256393010.0,585532684.0
161,11,2016,Moana,150000000.0,248757044.0,637517365.0
162,7,2008,Hancock,150000000.0,227946274.0,624234272.0
163,7,2005,Charlie and the Chocolate Factory,150000000.0,206459076.0,475825484.0
164,6,2007,Ratatouille,150000000.0,206445654.0,626549695.0
165,11,2013,Thor: The Dark World,150000000.0,206362140.0,644602516.0
166,6,2005,Batman Begins,150000000.0,205343774.0,359142722.0
167,7,2015,Mission: ImpossibleâRogue Nation,150000000.0,195042377.0,688858992.0
168,7,2017,Dunkirk,150000000.0,190068280.0,499837368.0
169,5,2011,Thor,150000000.0,181030624.0,449326618.0
170,11,2008,Madagascar: Escape 2 Africa,150000000.0,180174880.0,599680774.0
171,5,2009,X-Men Origins: Wolverine,150000000.0,179883157.0,374825760.0
172,5,2009,Night at the Museum: Battle of the Smithsonian,150000000.0,177243721.0,402231063.0
173,5,2011,Kung Fu Panda 2,150000000.0,165249063.0,664837547.0
174,5,2015,Mad Max: Fury Road,150000000.0,153636354.0,370098020.0
175,5,2019,PokÃ©mon: Detective Pikachu,150000000.0,139507806.0,411258433.0
176,11,2003,The Matrix Revolutions,150000000.0,139270910.0,427300260.0
177,3,2018,Ready Player One,150000000.0,137690172.0,579290136.0
178,11,2005,Chicken Little,150000000.0,135386665.0,310043823.0
179,5,2006,Mission: Impossible III,150000000.0,133501348.0,397501348.0
180,5,2009,Angels & Demons,150000000.0,133375846.0,490875846.0
181,5,2004,Troy,150000000.0,133298577.0,484161265.0
182,7,2010,The Last Airbender,150000000.0,131772187.0,319713881.0
183,11,2007,Bee Movie,150000000.0,126631277.0,287594577.0
184,7,2009,G-Force,150000000.0,119436770.0,292817841.0
185,11,2008,Bolt,150000000.0,114053579.0,328015029.0
186,3,2012,Wrath of the Titans,150000000.0,83670083.0,305270083.0
187,11,2007,Beowulf,150000000.0,82280579.0,195080579.0
188,5,2012,Dark Shadows,150000000.0,79727149.0,238202668.0
189,6,2013,White House Down,150000000.0,73103784.0,205440387.0
190,2,2010,The Wolfman,150000000.0,62189884.0,142634358.0
191,2,2017,The Great Wall,150000000.0,45157105.0,334486852.0
192,10,2015,Pan,150000000.0,35088320.0,151525973.0
193,3,2011,Mars Needs Moms,150000000.0,21392758.0,39549758.0
194,12,2020,Moonfall,150000000.0,0.0,0.0
195,11,2006,Flushed Away,149000000.0,64665672.0,179357126.0
196,6,2012,Madagascar 3: Europe's Most Wanted,145000000.0,216391482.0,746921271.0
197,12,2011,Mission: ImpossibleâGhost Protocol,145000000.0,209397903.0,694713230.0
198,6,2014,How to Train Your Dragon 2,145000000.0,177002924.0,614586270.0
199,6,1999,Tarzan,145000000.0,171091819.0,448191819.0
200,3,2014,Mr. Peabody & Sherman,145000000.0,111506430.0,269806430.0
201,11,2012,Rise of the Guardians,145000000.0,103412758.0,306900902.0
202,4,2005,Sahara,145000000.0,68671925.0,121671925.0
203,7,2016,Ghostbusters,144000000.0,128350574.0,229008658.0
204,11,2002,Die Another Day,142000000.0,160942139.0,431942139.0
205,7,2003,Pirates of the Caribbean: The Curse of the Black Pearl,140000000.0,305411224.0,634954103.0
206,5,2009,Star Trek,140000000.0,257730019.0,386839614.0
207,7,1998,Armageddon,140000000.0,201578182.0,554600000.0
208,7,2002,Men in Black 2,140000000.0,190418803.0,441767803.0
209,7,2011,Captain America: The First Avenger,140000000.0,176654505.0,370569776.0
210,1,2016,Kung Fu Panda 3,140000000.0,143528619.0,517599142.0
211,7,1998,Lethal Weapon 4,140000000.0,130444603.0,285400000.0
212,3,2013,G.I. Joe: Retaliation,140000000.0,122523060.0,375740705.0
213,12,2003,The Last Samurai,140000000.0,111110575.0,456810575.0
214,12,2005,Fun With Dick And Jane,140000000.0,110550000.0,203018919.0
215,12,2014,Exodus: Gods and Kings,140000000.0,65014513.0,268314513.0
216,7,2016,The BFG,140000000.0,55483770.0,199646680.0
217,2,2016,Gods of Egypt,140000000.0,31153464.0,138836756.0
218,5,2002,Spider-Man,139000000.0,403706375.0,821706375.0
219,3,2009,Watchmen,138000000.0,107509799.0,186976250.0
220,7,2005,Stealth,138000000.0,32116746.0,76416746.0
221,6,2008,The Incredible Hulk,137500000.0,134806913.0,265573859.0
222,6,2003,Hulk,137000000.0,132177234.0,245075434.0
223,7,2001,Final Fantasy: The Spirits Within,137000000.0,32131830.0,85131830.0
224,11,2012,"The Twilight Saga: Breaking Dawn, Part 2",136200000.0,292324737.0,829724737.0
225,3,2013,The Croods,135000000.0,187168425.0,573068425.0
226,12,2015,The Revenant,135000000.0,183637894.0,532938302.0
227,11,1999,The World is Not Enough,135000000.0,126930660.0,361730660.0
228,3,2011,Rango,135000000.0,123477607.0,245724600.0
229,11,2003,Master and Commander: The Far Side of the World,135000000.0,93926386.0,212912137.0
230,7,2013,Turbo,135000000.0,83028130.0,286896578.0
231,6,2016,Teenage Mutant Ninja Turtles: Out of the Shadows,135000000.0,82051601.0,245328374.0
232,11,2011,Happy Feet Two,135000000.0,64006466.0,157956466.0
233,7,2006,Miami Vice,135000000.0,63478838.0,163818556.0
234,11,2018,The Nutcracker and the Four Realms,132900000.0,54858851.0,170293899.0
235,6,2005,War of the Worlds,132000000.0,234280354.0,606836535.0
236,11,2014,Penguins of Madagascar,132000000.0,83350911.0,366942531.0
237,11,2013,The Hunger Games: Catching Fire,130000000.0,424668047.0,864868047.0
238,6,2004,Harry Potter and the Prisoner of Azkaban,130000000.0,249757726.0,796907323.0
239,8,2007,The Bourne Ultimatum,130000000.0,227471070.0,444043396.0
240,7,2018,Ant-Man and the Wasp,130000000.0,216648740.0,623144660.0
241,6,2008,Kung Fu Panda,130000000.0,215434591.0,631910531.0
242,7,2015,Ant-Man,130000000.0,180202163.0,518858449.0
243,3,2015,Home,130000000.0,177397510.0,385997896.0
244,12,2018,Mary Poppins Returns,130000000.0,171958438.0,341528518.0
245,10,2011,Puss in Boots,130000000.0,149260504.0,554987477.0
246,11,2010,Megamind,130000000.0,148415853.0,321887208.0
247,7,2003,Bad Boys II,130000000.0,138540870.0,273271982.0
248,4,2014,Rio 2,130000000.0,131538435.0,492846291.0
249,7,2010,Salt,130000000.0,118311368.0,290650494.0
250,3,2014,Noah,130000000.0,101200044.0,352831065.0
251,12,2011,The Adventures of Tintin,130000000.0,77591831.0,373993951.0
252,5,2013,After Earth,130000000.0,60522097.0,251499665.0
253,11,2008,Australia,130000000.0,49554002.0,215080810.0
254,7,2013,R.I.P.D.,130000000.0,33618855.0,79076678.0
255,2,2019,How to Train Your Dragon: The Hidden World,129000000.0,160791800.0,519258283.0
256,11,2011,"The Twilight Saga: Breaking Dawn, Part 1",127500000.0,281287133.0,689420051.0
257,5,2000,Dinosaur,127500000.0,137748063.0,356148063.0
258,3,2017,Logan,127000000.0,226277068.0,615461394.0
259,12,2014,Night at the Museum: Secret of the Tomb,127000000.0,113746621.0,353756621.0
260,7,2011,Harry Potter and the Deathly Hallows: Part II,125000000.0,381193157.0,1341693157.0
261,11,2014,The Hunger Games: Mockingjay - Part 1,125000000.0,337135885.0,766575131.0
262,11,2001,Harry Potter and the Sorcererâs Stone,125000000.0,317871467.0,975047606.0
263,11,2010,Harry Potter and the Deathly Hallows: Part I,125000000.0,296131568.0,960431568.0
264,5,2006,The Da Vinci Code,125000000.0,217536138.0,767820459.0
265,5,2003,X-Men 2,125000000.0,214949694.0,406875536.0
266,4,2011,Fast Five,125000000.0,210031325.0,630163454.0
267,8,2014,Teenage Mutant Ninja Turtles,125000000.0,191204754.0,485004754.0
268,12,2011,Sherlock Holmes: A Game of Shadows,125000000.0,186848418.0,535663443.0
269,5,2004,The Day After Tomorrow,125000000.0,186740799.0,556319450.0
270,3,2017,The Boss Baby,125000000.0,175003033.0,510878762.0
271,4,2010,Clash of the Titans,125000000.0,163214888.0,493214888.0
272,11,2016,Trolls,125000000.0,153707064.0,344150134.0
273,5,1998,Godzilla,125000000.0,136314294.0,376000000.0
274,6,2012,Prometheus,125000000.0,126477084.0,402448265.0
275,8,2012,The Bourne Legacy,125000000.0,113203870.0,280355920.0
276,6,1997,Batman & Robin,125000000.0,107325195.0,238317814.0
277,7,2018,Skyscraper,125000000.0,68420120.0,304115534.0
278,8,2012,Total Recall,125000000.0,58877969.0,211856088.0
279,12,2016,Assassinâs Creed,125000000.0,54647948.0,240759682.0
280,1,2017,Monster Trucks,125000000.0,33370166.0,61642798.0
281,8,1999,The 13th Warrior,125000000.0,32698899.0,61698899.0
282,11,2000,How the Grinch Stole Christmas,123000000.0,260044825.0,345141403.0
283,5,2000,Mission: Impossible 2,120000000.0,215409889.0,549588516.0
284,6,2000,The Perfect Storm,120000000.0,182618434.0,328711434.0
285,7,2016,Jason Bourne,120000000.0,162192920.0,416168316.0
286,6,2007,Fantastic Four: Rise of the Silver Surfer,120000000.0,131921738.0,289480691.0
287,11,2012,Life of Pi,120000000.0,124987022.0,620912003.0
288,2,2007,Ghost Rider,120000000.0,115802596.0,229545589.0
289,4,2018,Rampage,120000000.0,101028233.0,428056280.0
290,6,2003,Charlie's Angels: Full Throttle,120000000.0,100814328.0,227200000.0
291,8,2013,Elysium,120000000.0,93050117.0,286192091.0
292,4,2013,Oblivion,120000000.0,89107235.0,287916633.0
293,3,2017,Power Rangers,120000000.0,85364450.0,142531552.0
294,7,2002,Stuart Little 2,120000000.0,64956806.0,166000000.0
295,2,2014,RoboCop,120000000.0,58607007.0,242981799.0
296,6,2004,The Chronicles of Riddick,120000000.0,57712751.0,107212751.0
297,8,2015,Fantastic Four,120000000.0,56117548.0,167849187.0
298,5,2008,Speed Racer,120000000.0,43945766.0,93394462.0
299,7,2005,The Island,120000000.0,35818913.0,163018913.0
300,12,2010,How Do You Know?,120000000.0,30212620.0,49628177.0
301,6,2010,Knight and Day,117000000.0,76423035.0,258751370.0
302,10,2018,Venom,116000000.0,213511408.0,853628605.0
303,5,1999,Star Wars Ep. I: The Phantom Menace,115000000.0,474544677.0,1027044677.0
304,5,2005,Star Wars Ep. III: Revenge of the Sith,115000000.0,380270577.0,848998877.0
305,5,2002,Star Wars Ep. II: Attack of the Clones,115000000.0,310676740.0,656695615.0
306,11,2001,"Monsters, Inc.",115000000.0,289423425.0,559757719.0
307,7,2013,The Wolverine,115000000.0,132556852.0,416456852.0
308,2,1997,Dante's Peak,115000000.0,67163857.0,178200000.0
309,4,2016,The Huntsman: Winterâs War,115000000.0,48003015.0,165149302.0
310,6,2002,Windtalkers,115000000.0,40914068.0,77628265.0
311,7,2008,AstÃ©rix aux Jeux Olympiques,113500000.0,999811.0,132999811.0
312,12,2010,Gulliver's Travels,112000000.0,42779261.0,232017848.0
313,12,2017,Ferdinand,111000000.0,84410380.0,289847930.0
314,5,2018,Deadpool 2,110000000.0,324591735.0,786680557.0
315,10,2013,Gravity,110000000.0,274092705.0,693698673.0
316,12,2006,Night at the Museum,110000000.0,250863268.0,579446407.0
317,6,2005,Mr. and Mrs. Smith,110000000.0,186336279.0,486124090.0
318,5,2015,San Andreas,110000000.0,155190832.0,456258539.0
319,7,2011,The Smurfs,110000000.0,142614158.0,563749323.0
320,6,2007,Live Free or Die Hard,110000000.0,134529403.0,382288147.0
321,3,2015,The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0
322,12,2004,Ocean's Twelve,110000000.0,125531634.0,362989076.0
323,12,1997,Tomorrow Never Dies,110000000.0,125304276.0,339504276.0
324,6,2000,The Patriot,110000000.0,113330342.0,215300000.0
325,3,2014,300: Rise of an Empire,110000000.0,106580051.0,330780051.0
326,12,2004,The Aviator,110000000.0,102608827.0,208370892.0
327,12,2016,Passengers,110000000.0,100014699.0,302239672.0
328,1,2011,The Green Hornet,110000000.0,98780042.0,229155503.0
329,9,2016,Miss Peregrineâs Home for Peculiar Children,110000000.0,87242834.0,295986876.0
330,10,2011,Real Steel,110000000.0,85463309.0,263880341.0
331,6,2010,The A-Team,110000000.0,77222099.0,177241171.0
332,7,2013,The Smurfs 2,110000000.0,71017784.0,348547523.0
333,3,2016,The Divergent Series: Allegiant,110000000.0,66184051.0,172022517.0
334,6,2009,The Taking of Pelham 123,110000000.0,65452312.0,152364370.0
335,11,2013,Ender's Game,110000000.0,61737191.0,127983283.0
336,4,2004,Home on the Range,110000000.0,50026353.0,76482461.0
337,6,1997,Speed 2: Cruise Control,110000000.0,48097081.0,150468000.0
338,5,2005,Kingdom of Heaven,110000000.0,47398413.0,218853353.0
339,3,2017,Ghost in the Shell,110000000.0,40563557.0,167910690.0
340,6,2004,Around the World in 80 Days,110000000.0,24004159.0,72004159.0
341,6,2019,Men in Black: International,110000000.0,3100000.0,3100000.0
342,12,2001,The Lord of the Rings: The Fellowship of the Ring,109000000.0,315544750.0,887210985.0
343,11,2003,The Cat in the Hat,109000000.0,101018283.0,133818283.0
344,12,2001,Ali,109000000.0,58183966.0,87683966.0
345,10,2015,The Martian,108000000.0,228433663.0,655271443.0
346,11,2016,Allied,106000000.0,40098064.0,119266661.0
347,7,2004,"I, Robot",105000000.0,144801023.0,348629585.0
348,12,1999,Stuart Little,105000000.0,140015224.0,298815224.0
349,11,2009,The Princess and the Frog,105000000.0,104400899.0,270997378.0
350,3,2008,"10,000 B.C.",105000000.0,94784201.0,269065678.0
351,7,2016,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0
352,4,2001,Town & Country,105000000.0,6712451.0,10364769.0
353,9,2017,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0
354,6,2000,Gone in 60 Seconds,103300000.0,101643008.0,232643008.0
355,5,2000,Gladiator,103000000.0,187683805.0,457683805.0
356,5,2013,The Hangover 3,103000000.0,112200072.0,362000072.0
357,3,2018,A Wrinkle in Time,103000000.0,100478608.0,133401882.0
358,7,2009,Public Enemies,102500000.0,97104620.0,212282709.0
359,11,2006,Casino Royale,102000000.0,167365000.0,594420283.0
360,6,2002,Minority Report,102000000.0,132024714.0,358824714.0
361,12,2018,Bumblebee,102000000.0,127195589.0,465195589.0
362,10,2012,Cloud Atlas,102000000.0,27108272.0,130673154.0
363,11,2002,Harry Potter and the Chamber of Secrets,100000000.0,262233381.0,879225135.0
364,7,1991,Terminator 2: Judgment Day,100000000.0,203464105.0,515419827.0
365,6,1995,Batman Forever,100000000.0,184031112.0,336529144.0
366,7,2001,Planet of the Apes,100000000.0,180011740.0,362211740.0
367,11,2004,National Treasure,100000000.0,173005002.0,331323410.0
368,12,2012,Django Unchained,100000000.0,162805434.0,449948323.0
369,12,2010,Little Fockers,100000000.0,148438600.0,310650574.0
370,7,1994,True Lies,100000000.0,146282411.0,365300000.0
371,11,2007,American Gangster,100000000.0,130164645.0,267985456.0
372,9,2009,Cloudy with a Chance of Meatballs,100000000.0,124870275.0,236827677.0
373,8,2010,The Other Guys,100000000.0,119219978.0,170936470.0
374,12,2004,Lemony Snicket's A Series of Unfortunate Events,100000000.0,118627117.0,212956024.0
375,12,2013,The Wolf of Wall Street,100000000.0,116900694.0,389870414.0
376,5,2013,Epic,100000000.0,107518682.0,262794441.0
377,6,1996,Eraser,100000000.0,101295562.0,234400000.0
378,6,1996,The Hunchback of Notre Dame,100000000.0,100138851.0,325500000.0
379,12,2000,The Emperor's New Groove,100000000.0,89296573.0,169296573.0
380,8,2012,The Expendables 2,100000000.0,85028192.0,311979256.0
381,10,2009,Where the Wild Things Are,100000000.0,77233467.0,99123656.0
382,12,2006,Eragon,100000000.0,75030163.0,249488115.0
383,7,2014,Hercules,100000000.0,72688614.0,243388614.0
384,12,2010,The Tourist,100000000.0,67631157.0,278731369.0
385,11,1999,End of Days,100000000.0,66889043.0,212026975.0
386,6,2004,The Stepford Wives,100000000.0,59475623.0,96221971.0
387,6,2007,Surf's Up,100000000.0,58867694.0,145395745.0
388,12,2006,Blood Diamond,100000000.0,57377916.0,171377916.0
389,9,2010,Legend of the Guardians: The Owls of Ga'Hoole,100000000.0,55675313.0,139716717.0
390,11,1997,Starship Troopers,100000000.0,54768952.0,121100000.0
391,6,2009,Land of the Lost,100000000.0,49438370.0,69548641.0
392,12,2003,Peter Pan,100000000.0,48417850.0,95255485.0
393,3,2019,Wonder Park,100000000.0,45216793.0,115149422.0
394,7,2004,Catwoman,100000000.0,40202379.0,82145379.0
395,8,2014,The Expendables 3,100000000.0,39322544.0,209461378.0
